longitude,latitude,station_name
137.73179626464795,34.701000213623004,'HAMAMATSU'
137.38020324706994,34.76193237304692,'TOYOHASHI'
137.06724149719918,34.9612435094611,'MIKAWAANJO'
136.88150024414097,35.16913223266604,'NAGOYA'
136.68109279047368,35.31925751259803,'GIFUHASHIMA'
136.28632077945696,35.3085441323383,'MAIBARA'
135.754013061523,34.984802246093786,'KYOTO'
135.50109863281304,34.73306655883787,'SHINOSAKA'
135.19580078125,34.70713424682616,'SHINKOBE'
134.95701599121102,34.66732025146479,'NISHIAKASHI'
134.68394470214804,34.82549285888671,'HIMEJI'
134.47399902343804,34.81813430786131,'AIOI'
133.91859436035196,34.66566467285156,'OKAYAMA'
133.67874145507798,34.56599044799803,'SHINKURASHIKI'
133.3644038831144,34.48962739884901,'FUKUYAMA'
133.18989562988304,34.42986679077153,'SHINONOMICHI'
133.08542790771904,34.40173340157526,'MIHARA'
132.75273459125137,34.384566059131956,'HIGASHIHIROSHIMA'
132.47348594501295,34.400551251043154,'HIROSHIMA'
132.14964536763765,34.16611621576802,'SHINIWAKUNI'
131.80055422077416,34.051744598626314,'TOKUYAMA'
131.40130615234398,34.0946807861328,'SHINYAMAGUCHI'
131.15809631347696,34.05253219604491,'ASA'
130.881103515625,33.88639831542967,'KOKURA'
130.42039489746102,33.590000152587876,'HAKATA'
130.63503992954918,32.51761462421558,'SHINYATSUSIRO'
130.42963132712407,32.21137046457534,'SHINMINAMATA'
130.3564683175589,32.09361111616016,'IZUMI'
130.313369750977,31.8121910095215,'SENDAI'
130.54020690918,31.580867767334034,'KAGOSHIMACHUO'
140.57130432123745,39.59199905381331,'KAKUNODATE'
140.72200012206997,39.70026779174802,'TAZAWAKO'
140.97579956054702,39.688934326171946,'SHIZUKUISHI'
140.15310668945304,37.992332458496065,'TAKAHATA'
140.14900207519503,38.04713439941409,'AKAYU'
140.27929687500003,38.151466369628935,'KAMINOYAMAONSEN'
140.369531791832,38.359820793313496,'TENDO'
140.38112435428502,38.42853920771018,'SAKURANBOHIGASHINE'
140.386795043945,38.47719955444344,'MURAYAMA'
140.37675504748296,38.59645102656889,'OISHIDA'
138.79809570312497,36.95019912719727,'GARAYUZAWA'
130.9484304560257,34.00753459683173,'SHINSHIMONOSEKI'
130.49164939380455,33.36964281046738,'SHINTOSU'
130.50079345125687,33.32026672872661,'KURUME'
130.4913024866205,33.17778636173721,'CHIKUGOFUNAGOYA'
130.48858023429045,33.0713635172126,'SHINOMUTA'
130.57360143276003,32.942509167064486,'SHINTAMANA'
130.68795591962834,32.790945655872804,'KUMAMOTO'
138.35809325689831,36.84619902906201,'IIYAMA'
138.25027919277,37.079612184279725,'JOETSUMYOKO'
137.86184350067515,37.042133555376985,'ITOIGAWA'
137.48124161930537,36.874217251824746,'KUROBEUNAZUKIONSEN'
137.21340041129997,36.70160244939359,'TOYAMA'
137.01081299382463,36.72703898386209,'SHINTAKAOKA'
136.64790344328935,36.57833480920414,'KANAZAWA'
141.15408062651977,40.71989336308826,'SHICHINOHETOWADA'
